,userid,time_stamp,adgroup_id,pid,nonclk,clk,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level ,cate_id,campaign_id,customer,brand,price,hist_cate_id,hist_adgroup_id
21156945,913595,1494142371,370122,430539_1007,1,0,68,9,1,3,3.0,3,0,2.0,10062,304968,38965,157628.0,3.349990220158361e-05,10062,370122
20987887,783332,1494665404,579793,430539_1007,1,0,0,12,1,6,,3,0,1.0,6140,355641,49243,437621.0,3.879899850289803e-06,6140,579793
5003090,379438,1494163127,502141,430539_1007,1,0,0,4,2,4,,3,0,1.0,6522,154664,173226,,7.899000138422707e-07,6522,502141
24828689,118379,1494153919,55805,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,10094,87620,162582,109482.0,7.799000059094396e-07,10094,55805
8820199,503986,1494073944,561142,430548_1007,1,0,16,3,2,3,1.0,3,0,2.0,4288,2361,62679,,1.4798999927734258e-06,4288,561142
7867095,390932,1494199682,804541,430548_1007,1,0,0,4,2,4,,3,0,2.0,7146,275742,236607,,1.3898999213779462e-06,7146,804541
11458083,1089728,1494311032,611707,430548_1007,1,0,0,9,1,3,,3,0,2.0,6426,131607,9299,81097.0,3.979900156991789e-06,6426,611707
1437630,994496,1494251635,775924,430539_1007,1,0,0,4,2,4,,3,0,4.0,6261,359520,13787,,1.2398999160723179e-06,6261,775924
22214249,122203,1494209159,287490,430539_1007,1,0,0,9,1,3,,3,0,2.0,541,265607,228731,,1.278999945952819e-07,541,287490
5447480,390932,1494151099,401495,430548_1007,1,0,0,4,2,4,,3,0,2.0,4284,140937,22757,216881.0,1.2889999823073595e-07,4284,401495
19197040,37817,1494018515,482451,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6426,135671,17887,,2.9599000299640466e-06,6426,482451
19863456,1076981,1494026062,523301,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6426,343038,187836,145993.0,5.359900114854099e-06,6426,523301
12728588,376279,1494630386,711364,430548_1007,1,0,0,4,2,4,,3,0,,856,319445,218046,,9.798999371923856e-07,856,711364
2182466,1102430,1494421770,545636,430548_1007,1,0,2,1,2,1,1.0,3,0,4.0,6427,2709,39326,385334.0,3.9899000512377825e-06,6427,545636
14135174,186325,1494544916,746578,430548_1007,1,0,0,11,1,5,,2,0,,5539,404347,53587,,1.5989999724297377e-07,5539,746578
23038193,4500,1494382150,716982,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,5953,374690,23212,356999.0,1.829899929362e-06,5953,716982
862265,1089728,1494549023,85419,430548_1007,1,0,0,9,1,3,,3,0,2.0,7340,86978,30214,95618.0,2.3900000201138027e-08,7340,85419
19166839,1076981,1494489107,813044,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,384,54817,136258,21428.0,3.979900156991789e-06,384,813044
2313249,978320,1494571674,43153,430539_1007,1,0,77,10,1,4,1.0,3,0,1.0,6142,49998,134695,298156.0,1.2798999478036421e-06,6142,43153
19877539,390932,1494284311,201168,430548_1007,1,0,0,4,2,4,,3,0,2.0,9692,30202,112832,293023.0,4.3331997403583955e-06,9692,201168
2021280,1131269,1494059436,576593,430548_1007,0,1,5,2,2,2,2.0,3,1,2.0,6261,167157,167108,162974.0,2.389899918853189e-06,6261,576593
9396963,852597,1494051015,377812,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,7340,327211,97933,,1.888999889843035e-07,7340,377812
24232787,718709,1494686800,619697,430539_1007,1,0,66,9,1,3,2.0,3,0,2.0,5830,12006,8290,343838.0,1.6998999399220338e-06,5830,619697
24227523,867863,1494138734,617785,430548_1007,1,0,20,3,2,3,2.0,3,0,4.0,8056,332648,234137,,1.9798999346676283e-06,8056,617785
21583949,1076981,1494166937,679171,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6509,21257,100668,,3.299000184142642e-07,6509,679171
14080990,253764,1494664544,31503,430539_1007,1,0,80,10,1,4,2.0,3,0,2.0,8914,26288,98887,306143.0,2.6273999083059607e-06,8914,31503
24765030,1113511,1494202795,828089,430548_1007,1,0,0,3,2,3,,3,0,1.0,4526,278677,236442,,5.9898998188145924e-06,4526,828089
8730759,390932,1494157097,714416,430548_1007,1,0,0,4,2,4,,3,0,2.0,4385,33376,120329,104848.0,1.9989900465589017e-05,4385,714416
10953955,37817,1494295211,627417,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,4281,143141,140814,,7.399000310215342e-07,4281,627417
5279206,118379,1494039604,106872,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,4520,245127,25192,89627.0,5.689899808203336e-06,4520,106872
17358716,1076981,1494489237,558007,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6185,411393,66129,348810.0,1.6798999240563717e-06,6185,558007
2504238,913595,1494258586,89705,430539_1007,1,0,68,9,1,3,3.0,3,0,2.0,12902,28885,110316,130441.0,1.798999988977812e-07,12902,89705
778524,390932,1494369726,659211,430548_1007,1,0,0,4,2,4,,3,0,2.0,4520,353477,13592,69922.0,9.798999371923856e-07,4520,659211
20711334,1043380,1494252110,126248,430548_1007,1,0,0,10,1,4,,3,0,4.0,11136,61027,129522,175858.0,4.9898999350261874e-06,11136,126248
16467498,104394,1494075431,527422,430548_1007,1,0,66,9,1,3,2.0,3,0,2.0,4282,9015,83578,246138.0,4.309899850341026e-06,4282,527422
12081667,913595,1494142531,182773,430539_1007,1,0,68,9,1,3,3.0,3,0,2.0,10062,270492,169018,296612.0,2.9979899409227073e-05,10062,182773
7014914,118379,1494052008,610954,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,4284,397994,52598,73218.0,5.9898998188145924e-06,4284,610954
6810539,1076981,1494031671,584192,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,999,124580,175030,304557.0,5.8800001312420136e-08,999,584192
8681054,186325,1494482729,567095,430548_1007,1,0,0,11,1,5,,2,0,,1809,8176,67519,21354.0,4.559899934974965e-06,1809,567095
10781382,390932,1494651887,582711,430548_1007,1,0,0,4,2,4,,3,0,2.0,4281,345401,120671,,9.798999371923856e-07,4281,582711
5916186,37817,1494297346,445798,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,731,333316,230529,378262.0,1.9889999691713456e-07,731,445798
9309055,1043380,1494490302,217282,430548_1007,1,0,0,10,1,4,,3,0,4.0,877,10866,89489,216242.0,4.9900002352387673e-08,877,217282
16044443,731621,1494508042,630702,430539_1007,1,0,0,4,2,4,,3,0,1.0,1665,71887,148574,105308.0,5.359900114854099e-06,1665,630702
7289367,377490,1494218940,355399,430539_1007,1,0,0,3,2,3,,3,0,,6423,217679,177825,,3.979900156991789e-06,6423,355399
16935733,913595,1494033672,398690,430539_1007,1,0,68,9,1,3,3.0,3,0,2.0,45,349258,26944,22341.0,1.4889899830450304e-05,45,398690
17957194,1089728,1494333076,723449,430548_1007,1,0,0,9,1,3,,3,0,2.0,1665,408252,30411,,1.7798998896978446e-06,1665,723449
6505295,640487,1494027949,298739,430539_1007,1,0,0,2,2,2,2.0,3,0,,6421,176623,113418,439723.0,3.7798999983351678e-06,6421,298739
11452390,37817,1494224924,356853,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6183,181237,101635,396979.0,1.4798999927734258e-06,6183,356853
19593777,390932,1494168196,711554,430548_1007,1,0,0,4,2,4,,3,0,2.0,7146,119129,22321,201206.0,5.799000177830749e-07,7146,711554
21938176,37817,1494184404,749585,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6426,185050,78273,83762.0,1.989900056287297e-06,6426,749585
4770316,782462,1494504369,414382,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,6426,57759,93721,396146.0,2.5798999558901414e-06,6426,414382
23406149,782462,1494504369,217347,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,5869,277176,2646,349910.0,6.798999834245478e-07,5869,217347
13102552,390932,1494457680,780928,430548_1007,1,0,0,4,2,4,,3,0,2.0,4281,404169,56581,,7.899000138422707e-07,4281,780928
5712866,4500,1494473384,181771,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6181,175229,155040,264852.0,6.898999913573789e-07,6181,181771
24361803,4500,1494297904,744337,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,5953,374898,23212,356999.0,1.9798999346676283e-06,5953,744337
19419899,728743,1494068185,505085,430539_1007,1,0,0,4,2,4,,3,0,2.0,5920,354972,239217,404788.0,3.7598999824695056e-06,5920,505085
22214915,122203,1494559888,380903,430539_1007,1,0,0,9,1,3,,3,0,2.0,4385,277092,235743,,2.1998998818162363e-06,4385,380903
21999732,390932,1494086853,292308,430548_1007,1,0,0,4,2,4,,3,0,2.0,835,279213,134105,261923.0,1.2569999796596676e-07,835,292308
7602393,118379,1494127384,565275,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,4283,351282,154374,51801.0,3.2898999506869586e-06,4283,565275
22794839,390932,1494651706,738496,430548_1007,1,0,0,4,2,4,,3,0,2.0,4282,147516,23680,,4.879000243818155e-07,4282,738496
19285840,782462,1494038207,708706,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,4281,136435,7875,,1.3398999954006285e-06,4281,708706
24313863,1089728,1494548838,728399,430548_1007,1,0,0,9,1,3,,3,0,2.0,1665,408804,63559,234846.0,5.199000270295073e-07,1665,728399
22794143,390932,1494544781,379779,430548_1007,1,0,0,4,2,4,,3,0,2.0,4505,336676,251899,247789.0,2.279899945278885e-06,4505,379779
3273907,1102430,1494336849,749152,430548_1007,1,0,2,1,2,1,1.0,3,0,4.0,4281,282035,28529,82527.0,1.379899913445115e-06,4281,749152
20345505,118379,1494081577,630974,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,7618,357040,49243,52376.0,4.498999999213993e-07,7618,630974
14731347,390932,1494111936,534273,430548_1007,1,0,0,4,2,4,,3,0,2.0,4292,263265,230308,,1.888999889843035e-07,4292,534273
23139109,1076981,1494135249,579620,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,73050,150369,238601.0,1.2798999478036421e-06,856,579620
11262131,390932,1494674243,811994,430548_1007,1,0,0,4,2,4,,3,0,2.0,4282,120956,54588,269352.0,1.5798999584148987e-06,4282,811994
16105269,390932,1494629589,830174,430548_1007,1,0,0,4,2,4,,3,0,2.0,4281,70063,56581,,1.1898999900950002e-06,4281,830174
20775051,718709,1494686800,264355,430539_1007,1,0,66,9,1,3,2.0,3,0,2.0,11310,59202,86452,119965.0,3.499000058582169e-07,11310,264355
21855268,118379,1494306300,484019,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,5957,131188,8270,178092.0,7.789900337229483e-06,5957,484019
11434307,1076981,1494371316,419689,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,999,60885,139208,,2.589999859026193e-08,999,419689
9151377,1076981,1494508811,689674,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,293216,181467,271538.0,1.2798999478036421e-06,856,689674
10131197,1082214,1494080167,580081,430548_1007,1,0,33,4,2,4,2.0,3,0,2.0,1665,298303,229829,234846.0,3.979900156991789e-06,1665,580081
22011062,438897,1494556635,779585,430548_1007,1,0,33,4,2,4,2.0,3,0,2.0,731,297658,214336,289539.0,6.299000006038113e-07,731,779585
2711974,694536,1494042131,724410,430548_1007,1,0,0,3,2,3,,3,0,,4288,380874,120643,,3.1798999771126546e-06,4288,724410
14381199,37817,1494357962,340794,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,4505,93264,162600,68276.0,6.898999913573789e-07,4505,340794
17322581,503986,1494073944,76525,430548_1007,1,0,16,3,2,3,1.0,3,0,2.0,6246,405273,33618,21271.0,1.2990000186619e-07,6246,76525
4999301,503986,1494585508,372524,430548_1007,1,0,16,3,2,3,1.0,3,0,2.0,5510,179272,189459,,6.898999913573789e-07,5510,372524
10110260,4500,1494474009,706691,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,1665,141452,166538,338698.0,2.879899966501398e-06,1665,706691
10244617,1076981,1494031716,140269,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,11298,145512,159633,163083.0,6.798999834245478e-07,11298,140269
2580493,37817,1494134361,696585,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6183,401692,56209,188080.0,9.798999371923856e-07,6183,696585
5089583,1089728,1494514949,785674,430548_1007,1,0,0,9,1,3,,3,0,2.0,6426,374638,117533,,2.7798998871730873e-06,6426,785674
22952443,37817,1494688790,276826,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,376,70818,96399,,1.278999945952819e-07,376,276826
15304347,93767,1494082107,630265,430539_1007,1,0,0,2,2,2,2.0,3,0,,6261,111049,140453,87397.0,6.299899723671842e-06,6261,630265
19688718,379438,1494366408,449078,430539_1007,0,1,0,4,2,4,,3,0,1.0,4280,399440,47360,,1.2798999478036421e-06,4280,449078
5454337,390932,1494151368,47216,430548_1007,0,1,0,4,2,4,,3,0,2.0,5539,91586,53955,209831.0,2.8990001510464936e-07,5539,47216
8808568,4500,1494470101,267827,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6407,149851,182866,49342.0,2.879899966501398e-06,6407,267827
22794485,390932,1494505234,596757,430548_1007,1,0,0,4,2,4,,3,0,2.0,4505,364022,250428,,1.9798999346676283e-06,4505,596757
24321452,829038,1494290759,115652,430539_1007,1,0,0,10,1,4,,3,0,2.0,5989,74241,112695,362206.0,2.3799000246071955e-06,5989,115652
21612604,1076981,1494594934,617627,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6427,125962,4272,293023.0,2.279899945278885e-06,6427,617627
12451523,1036810,1494600091,724971,430539_1007,1,0,0,3,2,3,,3,0,2.0,4284,157424,105722,189146.0,1.2898999557364732e-06,4284,724971
7075358,37817,1494208638,450275,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6059,37174,65749,18389.0,1.989900056287297e-06,6059,450275
8355579,1076981,1494335300,307625,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6421,171455,7060,394004.0,3.3598998925299384e-06,6421,307625
15162238,390932,1494087168,588743,430548_1007,1,0,0,4,2,4,,3,0,2.0,4520,416472,10917,,3.499000058582169e-07,4520,588743
2023941,994496,1494251552,606955,430539_1007,1,0,0,4,2,4,,3,0,4.0,6261,324618,72711,234846.0,3.9899000512377825e-06,6261,606955
539238,409373,1494578908,658438,430548_1007,1,0,0,10,1,4,2.0,3,0,,4282,72281,84763,,1.5898999663477298e-06,4282,658438
9601748,1089728,1494299332,205524,430548_1007,1,0,0,9,1,3,,3,0,2.0,7205,30481,30214,95618.0,1.8899999787436172e-08,7205,205524
22645096,437677,1494201197,832174,430539_1007,1,0,0,9,1,3,,3,0,3.0,863,234706,211474,,1.5198999108179123e-06,863,832174
7872366,390932,1494255940,478099,430548_1007,1,0,0,4,2,4,,3,0,2.0,7146,278190,224681,95766.0,7.799000059094396e-07,7146,478099
8867890,503986,1494470833,785703,430548_1007,1,0,16,3,2,3,1.0,3,0,2.0,1665,296449,242104,403843.0,2.759899871307425e-06,1665,785703
9619021,390932,1494255940,569226,430548_1007,1,0,0,4,2,4,,3,0,2.0,6952,98989,168203,,2.499000117950345e-07,6952,569226
18375406,175623,1494577412,244993,430548_1007,1,0,0,2,2,2,,2,0,,5467,290467,239650,,5.799000177830749e-07,5467,244993
22128624,390932,1494339408,714283,430548_1007,1,0,0,4,2,4,,3,0,2.0,3787,361232,249999,376473.0,4.999000111638452e-07,3787,714283
20195236,469812,1494482196,367455,430548_1007,1,0,95,12,1,6,2.0,2,0,,4874,188888,195511,186522.0,1.6798999240563717e-06,4874,367455
7208501,1089728,1494231333,242504,430548_1007,1,0,0,9,1,3,,3,0,2.0,859,18029,95292,346694.0,1.4279899914981797e-05,859,242504
22710695,384414,1494043157,493695,430548_1007,1,0,0,1,2,1,,3,0,,6239,327416,250303,144422.0,5.989999607436403e-08,6239,493695
17124822,409373,1494214337,654851,430548_1007,1,0,0,10,1,4,2.0,3,0,,4282,298546,75881,319827.0,8.779899872024544e-06,4282,654851
20437991,37817,1494274737,821291,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6952,298402,96996,373440.0,5.899000257159059e-07,6952,821291
15379402,1036810,1494332869,748128,430539_1007,1,0,0,3,2,3,,3,0,2.0,6261,49045,78663,186516.0,2.5598999400244793e-06,6261,748128
24262335,503986,1494660800,140009,430548_1007,1,0,16,3,2,3,1.0,3,0,2.0,122,178256,9752,184921.0,1.5889999360751972e-07,122,140009
24062811,1089728,1494207828,333173,430548_1007,1,0,0,9,1,3,,3,0,2.0,6261,211334,170979,,8.898999794837437e-07,6261,333173
23159757,195826,1494132477,413260,430539_1007,1,0,0,3,2,3,,3,0,3.0,4283,397595,44085,,8.898999794837437e-07,4283,413260
22813840,340579,1494194264,638988,430548_1007,1,0,27,4,2,4,1.0,2,0,4.0,251,76613,118255,375709.0,8.779000495451328e-07,251,638988
9490658,37817,1494210795,596406,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6952,331207,198539,,5.899000257159059e-07,6952,596406
16434813,118379,1494229576,608695,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,4283,141116,121170,146115.0,3.0990000254860206e-07,4283,608695
14560712,852597,1494485600,774107,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,4283,375305,255488,,8.499000045958383e-07,4283,774107
12525949,829038,1494377876,541798,430539_1007,1,0,0,10,1,4,,3,0,2.0,7146,352846,78186,,3.8990000916783174e-07,7146,541798
10504413,782462,1494028552,137473,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,6152,87693,164940,84155.0,2.989899940075702e-06,6152,137473
18605579,195826,1494423910,615977,430539_1007,1,0,0,3,2,3,,3,0,3.0,4292,204406,132732,306196.0,1.6798999240563717e-06,4292,615977
22143420,232221,1494589988,480820,430548_1007,1,0,7,2,2,2,1.0,3,0,2.0,4620,349666,47694,311828.0,9.589999905301738e-08,4620,480820
22132669,377490,1494387116,692626,430539_1007,0,1,0,3,2,3,,3,0,,6300,231442,152363,340056.0,1.7798998896978446e-06,6300,692626
5888917,640487,1494505363,698772,430539_1007,1,0,0,2,2,2,2.0,3,0,,6261,33739,118571,,1.4899000007062568e-06,6261,698772
16604837,1089728,1494635455,443953,430548_1007,1,0,0,9,1,3,,3,0,2.0,5166,208933,170979,,9.898999451252166e-07,5166,443953
16812360,390932,1494199738,833859,430548_1007,1,0,0,4,2,4,,3,0,2.0,4385,179860,81720,193139.0,3.8990000916783174e-07,4385,833859
517558,37817,1494491925,465696,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6554,138118,4336,181325.0,4.5990000785423035e-07,6554,465696
23405852,782462,1494373000,841367,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,6427,352569,228988,185.0,5.979899924568599e-06,6427,841367
1833978,1036810,1494339414,715171,430539_1007,1,0,0,3,2,3,,3,0,2.0,6261,166940,23579,180031.0,5.089899786980823e-06,6261,715171
22399423,1075609,1494415403,102113,430539_1007,1,0,54,8,1,2,1.0,3,1,2.0,6142,422002,73634,,2.989899940075702e-06,6142,102113
12545337,118379,1494052295,533410,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,4520,91089,159689,14133.0,5.989000442241377e-07,4520,533410
24361913,4500,1494558031,214847,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6761,67451,137079,237781.0,1.8798999690261553e-06,6761,214847
24582212,469812,1494301228,376497,430548_1007,1,0,95,12,1,6,2.0,2,0,,5022,178810,107251,200912.0,1.8798999690261553e-06,5022,376497
5127357,1059997,1494573629,796990,430548_1007,1,0,35,4,2,4,3.0,3,0,2.0,4282,363572,7843,,1.369899905512284e-06,4282,796990
24401674,817387,1494521483,653284,430548_1007,1,0,0,5,2,5,2.0,3,0,,5289,364343,254606,347069.0,9.499000270807301e-07,5289,653284
9566756,409373,1494127025,741192,430548_1007,1,0,0,10,1,4,2.0,3,0,,6261,116243,38276,,8.819899449008517e-06,6261,741192
12077437,324042,1494140297,634946,430548_1007,0,1,0,3,2,3,1.0,2,0,,1665,250511,226508,234846.0,2.5898998501361348e-06,1665,634946
16541874,1089728,1494515082,511615,430548_1007,1,0,0,9,1,3,,3,0,2.0,6261,53884,123374,382841.0,1.049899992722203e-06,6261,511615
24257842,409373,1494644021,765197,430548_1007,1,0,0,10,1,4,2.0,3,0,,6426,303920,58377,158505.0,5.999899713060586e-06,6426,765197
5210936,1076981,1494599379,590547,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,122,314128,246351,242771.0,3.499000058582169e-07,122,590547
10250807,37817,1494304879,447590,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,122,52984,137068,376507.0,2.8990001510464936e-07,122,447590
5426964,704696,1494415861,462084,430539_1007,1,0,5,2,2,2,2.0,3,1,1.0,5288,223690,186043,88078.0,3.6839901440544054e-05,5288,462084
14362150,782462,1494683105,598294,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,7146,409299,30827,,6.798999834245478e-07,7146,598294
20573468,122203,1494218955,550800,430539_1007,1,0,0,9,1,3,,3,0,2.0,4385,46901,26745,92109.0,5.279900051391451e-06,4385,550800
14450584,37817,1494210871,416255,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6183,94877,78933,,4.899000032310141e-07,6183,416255
24361849,4500,1494647275,459066,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6554,20800,67540,253252.0,7.799000059094396e-07,6554,459066
7112206,104394,1494454494,763447,430548_1007,1,0,66,9,1,3,2.0,3,0,2.0,1665,392073,46263,,1.8798999690261553e-06,1665,763447
23406221,782462,1494683105,327789,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,6736,333166,64042,181325.0,2.289899839524878e-06,6736,327789
10354052,37817,1494292822,518271,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6952,120574,102232,,8.799000283943315e-07,6952,518271
13834527,122203,1494482566,297567,430539_1007,1,0,0,9,1,3,,3,0,2.0,8284,311780,29234,311990.0,3.6790001445297094e-07,8284,297567
23900891,4500,1494133289,764824,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,1665,301873,243082,,3.1798999771126546e-06,1665,764824
11982437,329929,1494024887,435977,430548_1007,1,0,0,11,1,5,,3,0,4.0,4617,213772,46795,58092.0,8.998999874165747e-07,4617,435977
12449018,186325,1494214347,31918,430548_1007,1,0,0,11,1,5,,2,0,,4314,72401,21656,445358.0,1.379899913445115e-06,4314,31918
11169650,186325,1494412674,635538,430548_1007,1,0,0,11,1,5,,2,0,,1665,270037,23680,408790.0,8.988999979919754e-07,1665,635538
1588745,390932,1494660568,754732,430548_1007,1,0,0,4,2,4,,3,0,2.0,4281,135821,2376,,8.747999800107209e-07,4281,754732
6711781,716346,1494152135,562166,430539_1007,1,0,18,3,2,3,2.0,3,0,1.0,6519,210865,209039,300711.0,6.798999834245478e-07,6519,562166
1709192,994496,1494159784,639720,430539_1007,1,0,0,4,2,4,,3,0,4.0,6261,360936,13787,,1.1198999345651828e-06,6261,639720
12210362,1076981,1494118032,629969,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,85713,154844,,4.899000032310141e-07,856,629969
6928596,1076981,1494639755,474065,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,23215,77922,,6.499000164694735e-07,856,474065
14132699,783332,1494336253,468909,430539_1007,1,0,0,12,1,6,,3,0,1.0,4384,292462,29063,,3.1990001048143313e-07,4384,468909
7672228,4500,1494662894,697430,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6300,401808,48676,,1.5598999425492366e-06,6300,697430
17339786,1076981,1494459005,571468,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6185,143681,128250,,5.899000257159059e-07,6185,571468
22951615,37817,1494292890,676968,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6952,13081,90522,95766.0,5.799000177830749e-07,6952,676968
2859223,409373,1494459158,723520,430548_1007,1,0,0,10,1,4,2.0,3,0,,4280,105960,11085,,9.299000112150679e-07,4280,723520
16758489,379438,1494366408,332282,430539_1007,1,0,0,4,2,4,,3,0,1.0,4280,160723,176924,,1.356999916879431e-07,4280,332282
10163830,610249,1494202031,546253,430548_1007,1,0,45,5,2,5,3.0,3,0,4.0,4292,270445,221269,310067.0,1.6798999240563717e-06,4292,546253
13868,503986,1494073944,616669,430548_1007,1,0,16,3,2,3,1.0,3,0,2.0,6261,238441,84571,234846.0,1.989900056287297e-06,6261,616669
16434812,118379,1494262643,608695,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,4283,141116,121170,146115.0,3.0990000254860206e-07,4283,608695
17677927,1076981,1494126441,336642,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6181,278984,236820,40852.0,6.989000098656106e-07,6181,336642
10714126,640487,1494331046,560822,430539_1007,1,0,0,2,2,2,2.0,3,0,,6426,189164,27862,,9.499000270807301e-07,6426,560822
16913281,186325,1494139698,334998,430548_1007,1,0,0,11,1,5,,2,0,,4385,297576,159645,454237.0,2.3799000246071955e-06,4385,334998
21662233,56008,1494432216,711214,430539_1007,1,0,7,2,2,2,2.0,3,0,2.0,2884,249514,221862,334491.0,1.8898999769589864e-06,2884,711214
2242519,610249,1494634822,676711,430548_1007,1,0,45,5,2,5,3.0,3,0,4.0,1665,123248,174477,,3.1598999612469925e-06,1665,676711
3269861,1067128,1494585936,649577,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,4520,240379,28662,254051.0,8.998999874165747e-07,4520,649577
21787477,994496,1494157698,777309,430539_1007,1,0,0,4,2,4,,3,0,4.0,6261,162044,57235,,3.979900156991789e-06,6261,777309
14455004,1076981,1494427170,558885,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,5410,344224,244786,196762.0,6.659000177933194e-07,5410,558885
1720062,37817,1494588898,664076,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,4283,412609,61043,146115.0,6.898999913573789e-07,4283,664076
6896366,37817,1494395733,333192,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6059,183367,145308,166386.0,7.97990014689276e-06,6059,333192
24313851,1089728,1494558987,437550,430548_1007,1,0,0,9,1,3,,3,0,2.0,6426,311693,215161,,2.989899940075702e-06,6426,437550
18420156,4500,1494301143,373982,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6426,391395,45575,87451.0,2.989899940075702e-06,6426,373982
23628527,1036810,1494332807,763550,430539_1007,1,0,0,3,2,3,,3,0,2.0,6261,331066,173218,,2.549900045778486e-06,6261,763550
12379351,1076981,1494312070,565620,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6181,370473,232475,,4.798999952981831e-07,6181,565620
17355968,37817,1494457662,376390,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6554,209332,174958,270320.0,9.898999451252166e-07,6554,376390
13703493,390932,1494168878,127061,430548_1007,1,0,0,4,2,4,,3,0,2.0,6735,237755,119915,385581.0,1.6798999240563717e-06,6735,127061
7748107,1089728,1494193334,814562,430548_1007,1,0,0,9,1,3,,3,0,2.0,6183,117996,150722,345812.0,1.379899913445115e-06,6183,814562
5079658,716346,1494575227,692406,430539_1007,0,1,18,3,2,3,2.0,3,0,1.0,6523,366227,51747,,1.989900056287297e-06,6523,692406
17970013,4500,1494646030,723165,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6300,169941,167190,,1.989900056287297e-06,6300,723165
15276597,1089728,1494558987,624564,430548_1007,1,0,0,9,1,3,,3,0,2.0,6426,193094,6468,126280.0,2.679900035218452e-06,6426,624564
8248294,1076981,1494222767,699393,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,114067,14979,,6.499000164694735e-07,856,699393
12733171,613041,1494461323,407157,430548_1007,1,0,0,3,2,3,,3,0,4.0,6423,272636,21429,39455.0,6.6798997977457475e-06,6423,407157
